"[CH2:4]=[CH:3][C](C)=[CH2].[OH:5]>>[OH:5][CH2:4][CH:3][C](C)=[CH2] 5-4,5;3,4-4,5;4,3-3",Room Temperature,Propagation,addition
"OC/[CH:1]=[C:2](C)/[CH2:3]>>OC[CH:1][C:2](C)=[CH2:3] 3-2,3;1,2-2,3;1,2-1",Room Temperature,Propagation,resonance
"[CH2:1]=[C:2](C)[CH:3][CH2:4]O>>[CH2:1]/[C:2](C)=[CH:3]/[CH2:4]O 3-3,2;1,2-2,3;1,2-1",Room Temperature,Propagation,resonance
"CC(=C)[CH:10]CO.[O:20][O]>>CC(=C)[CH:10](CO)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[CH3:3][C:2](=[CH2:1])[CH:4]([CH2:5][OH:6])[O:7][O:8].[N:9]=[O:10]>>[CH3:3][C:2](=[CH2:1])[CH:4]([CH2:5][OH:6])[O:7][O:8][N:9]=[O:10] 9-9,8; 8-9,8",Room Temperature,Termination,recombine
"[CH3:3][C:2](=[CH2:1])[CH:4]([CH2:5][OH:6])[O:7].[N+:9](=[O:10])[O-:8]>>[CH3:3][C:2](=[CH2:1])[CH:4]([CH2:5][OH:6])[O:7][N+:9](=[O:10])[O-:8] 7-7,9; 9-9,7",Room Temperature,Termination,recombine
"C=C(C)C(CO)O[O:10].[H:20][O:21][O]>>C=C(C)C(CO)O[O:10][H:20].[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH2:1]=[C:2](C)[CH:3][CH2:4]O>>[CH2:1]/[C:2](C)=[CH:3]\[CH2:4]O 3-3,2;1,2-2,3;1,2-1",Room Temperature,Propagation,resonance
"C/C(=C/CO)/[CH2:10].[O:20][O]>>C/C(=C/CO)/[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[CH3:5][C:4](=[CH:6][CH2:7][OH:8])[CH2:3][O:2][O:1].[N:9]=[O:10]>>[CH3:5][C:4](=[CH:6][CH2:7][OH:8])[CH2:3][O:2][O:1][N:9]=[O:10] 1-1,9; 9-1,9",Room Temperature,Termination,recombine
"O=N[O:10][O:20]C/C(C)=C\CO>>[O:20]C/C(C)=C\CO.[O:10]N=O 10,20-10;10,20-20",Room Temperature,Initiation,homolyze
"[CH3:4][C:3](=[CH:5][CH2:6][OH:7])[CH2:2][O:1].[N+:9](=[O:10])[O-:8]>>[CH3:4][C:3](=[CH:5][CH2:6][OH:7])[CH2:2][O:1][N+:9](=[O:10])[O-:8] 1-9,1; 9-1,9",Room Temperature,Termination,recombine
"[O:10]OC/C(C)=C\CO.[H:20][O:21][O]>>C/C(CO[O:10][H:20])=C/CO.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[C:1](CO)[CH:2]=[CH2:3].[O:10][O]>>C/[C:1](CO)=[CH:2]\[CH2:3][O:10][O] 1-1,2;2,3-1,2;2,3-3,10;10-3,10",Room Temperature,Termination,recombine
"[O:10][H].C[C:21]([CH:22]=[CH2:23])=[CH2:20]>>C/[C:21]([CH2:20][O:10][H])=[CH:22]\[CH2:23] 10-10,20;20,21-10,20;20,21-21,22;22,23-21,22;22,23-23",Room Temperature,Propagation,addition
"[O:10][H].C[C:21]([CH:22]=[CH2:23])=[CH2:20]>>C/[C:21]([CH2:20][O:10][H])=[CH:22]/[CH2:23] 10-10,20;20,21-10,20;20,21-21,22;22,23-21,22;22,23-23",Room Temperature,Propagation,addition
"[CH2:4]=[CH:3][C:2](C)=[CH2:1].[OH:5]>>[CH2:1]/[C:2](C)=[CH:3]/[CH2:4][OH:5] 5-5,4;3,4-5,4;3,4-2,3;1,2-2,3;1,2-1",Room Temperature,Propagation,addition
"[CH3:1][C:2](=[CH2:6])[CH:3][CH2:4][OH:5].[O:7][O:8]>>[CH3:1][C:2](=[CH:3][CH2:4][OH:5])[CH2:6][O:7][O:8] 3-2,3;2,6-2,3;2,6-6,7;7-6,7",Room Temperature,Termination,recombine
"[CH3:3][C:2](=[CH2:1])[CH:4]([CH2:5][OH:6])[O:7][O:8][N:9]=[O:10]>>[CH3:3][C:2](=[CH2:1])[CH:4]([CH2:5][OH:6])[O:7].[N:9](=[O:10])[O:8] 7,8-7; 7,8-8",Room Temperature,Initiation,homolyze
"[CH2:10]/[C:11](C)=[CH:12]\CO.[O:20][O]>>[CH2:10]=[C:11]([CH:12]([O:20][O])CO)C 10-10,11;11,12-10,11;11,12-12,20;20-12,20",Room Temperature,Termination,recombine
"[CH2:4]=[CH:3][C:2](C)=[CH2:1].[OH:5]>>[CH2:1]/[C:2](C)=[CH:3]\[CH2:4][OH:5] 5-5,4;3,4-5,4;3,4-2,3;1,2-2,3;1,2-1",Room Temperature,Propagation,addition
"C[C:21]([CH:22]=[CH2:23])([CH2:20]O[H])[O:30][O:31].[N:40]=[O:41]>>C[C:21]([CH:22]=[CH2:23])([CH2:20]O[H])[O:30][O:31][N:40]=[O:41] 31-31,40;40-31,40",Room Temperature,Termination,recombine
"CC(CO)(C=C)[O:20][O:21]N=O>>CC(CO)(C=C)[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"C[C:21]([CH:22]=[CH2:23])([CH2:20]O[H])[O:30].[O-:31][N+:40]=[O:41]>>C[C:21]([CH:22]=[CH2:23])([CH2:20]O[H])[O:30][N+:40]([O-:31])=[O:41] 30-30,40;40-30,40",Room Temperature,Termination,recombine
"C[C:21]([CH:22]=[CH2:23])([CH2:20][O:10][H:11])[O:30]>>C[C:21]([CH:22]=[CH2:23])=[O:30].[CH2:20][O:10][H:11] 20,21-21,30;30-21,30;20,21-20",Room Temperature,Propagation,retroaddition
"[CH2:1]=[C:2](C)[CH:3]([O:10][O:11])[CH2:4][OH:5].[N:20]=[O:21]>>[CH2:1]=[C:2](C)[CH:3]([O:10][O:11][N:20]=[O:21])[CH2:4][OH:5] 11-11,20;20-11,20",Room Temperature,Termination,recombine
"[CH2:1]=[C:2](C)[CH:3]([O:10][O:11][N:20]=[O:21])[CH2:4][OH:5]>>[CH2:1]=[C:2](C)[CH:3]([O:10])[CH2:4][OH:5].[O:11][N:20]=[O:21] 10,11-11;10,11-10",Room Temperature,Initiation,homolyze
"[CH2:1]=[C:2](C)[CH:3]([O:10])[CH2:4][OH:5].[O-:31][N+:40]=[O:41]>>[CH2:1]=[C:2](C)[CH:3]([O:10][N+:40]([O-:31])=[O:41])[CH2:4][OH:5] 10-10,40;40-10,40",Room Temperature,Termination,recombine
"[CH2:20][O:10][H:11].[O:40][O:41]>>[CH2:20]=[O:10].[H:11][O:40][O:41] 40-11,40;10,11-11,40;10,11-10,20;20-10,20",Room Temperature,Termination,abstraction
[O:31][N:40]=[O:41]>>[O-:31][N+:40]=[O:41] 40-31,Room Temperature,Propagation,ha resonance
"C/[C:21]([CH2:20][O:10][H])=[CH:22]\[CH2:23][O:30][O:31].[N:40]=[O:41]>>C/[C:21]([CH2:20][O:10][H])=[CH:22]\[CH2:23][O:30][O:31][N:40]=[O:41] 31-31,40;40-31,40",Room Temperature,Termination,recombine
"C/[C:21]([CH2:20][O:10][H])=[CH:22]\[CH2:23][O:30][O:31][N:40]=[O:41]>>C/[C:21]([CH2:20][O:10][H])=[CH:22]\[CH2:23][O:30].[O:31][N:40]=[O:41] 30,31-31;30,31-30",Room Temperature,Initiation,homolyze
"C/[C:21]([CH2:20][O:10][H])=[CH:22]\[CH2:23][O:30].[O-:31][N+:40]=[O:41]>>C/[C:21]([CH2:20][O:10][H])=[CH:22]\[CH2:23][O:30][N+:40]([O-:31])=[O:41] 30-30,40;40-30,40",Room Temperature,Termination,recombine
"[CH3:4][C:3](=[CH:5][CH2:6][O:7])[CH2:2][OH:1]>>[CH3:4][C:3]([CH2:2][OH:1])[CH:5]1[CH2:6][O:7]1 7-5,7; 5,3-5,7; 5,3-3",Room Temperature,Propagation,addition
"[CH3:4][C:3]([CH2:2][OH:1])[CH:5]1[CH2:6][O:7]1>>[CH3:4][C:3](=[CH:5][CH2:6][O:7])[CH2:2][OH:1] 5,7-7; 5,7-5,3; 3-5,3",Room Temperature,Propagation,retroaddition
"[H:3][C:2]([H:4])([C:5](=[CH:7][CH2:8][O:9])[CH3:6])[OH:1]>>[H:3][C:2]([C:5](=[CH:7][CH2:8][O:9][H:4])[CH3:6])[OH:1] 2,4-2; 2,4-4,9; 9-9,4",Room Temperature,Propagation,abstraction
"[H:3][C:2]([C:4](=[CH:6][CH2:7][O:8][H:9])[CH3:5])[OH:1]>>[H:3][C:2](=[C:4]([CH3:5])[CH:6][CH2:7][O:8][H:9])[OH:1] 4,6-6; 4,6-4,2; 2-4,2",Room Temperature,Propagation,resonance
"[H:3][C:2]([C:4](=[CH:6][CH2:7][OH:8])[CH3:5])[OH:1].[O:9][O:10]>>[H:3][C:2]([C:4](=[CH:6][CH2:7][OH:8])[CH3:5])([OH:1])[O:9][O:10] 2-2,9; 9-9,2",Room Temperature,Termination,recombine
"C/C(C([O:21][H:20])O[O:10])=C/CO>>C/C(C([O:21])O[O:10][H:20])=C/CO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C/C([CH:11]([O:10])[O:20]O[H])=C/CO>>[O:20]O[H].C/C([CH:11]=[O:10])=C/CO 10-10,11;11,20-20;11,20-10,11",Room Temperature,Propagation,retroaddition
"[H:10][O:9][O:8][CH:5]([CH2:6][OH:7])[C:3]([CH3:4])[CH:2]=[O:1].[O:11][O:12]>>[H:10][O:9][O:8][CH:5]([CH2:6][OH:7])[C:3]([CH3:4])([CH:2]=[O:1])[O:11][O:12] 3-3,11; 11-11,3",Room Temperature,Termination,recombine
"C/[C:21]([CH2:20][O:10][H])=[CH:22]/[CH2:23][O:30].[O-:31][N+:40]=[O:41]>>C/[C:21]([CH2:20][O:10][H])=[CH:22]/[CH2:23][O:30][N+:40]([O-:31])=[O:41] 30-30,40;40-30,40",Room Temperature,Termination,recombine
"[N:20]=[O:21].C/[C:2]([CH2:1][O:10][O:11])=[CH:3]\[CH2:4]O>>C/[C:2]([CH2:1][O:10][O:11][N:20]=[O:21])=[CH:3]\[CH2:4]O 11-11,20;20-11,20",Room Temperature,Termination,recombine
"C/C(=C\CO)/C[O:20][O:21]N=O>>C/C(=C\CO)/C[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"C/[C:2]([CH2:1][O:10])=[CH:3]\[CH2:4]O.[O:21]=[N+:20][O-:11]>>C/[C:2]([CH2:1][O:10][N+:20]([O-:11])=[O:21])=[CH:3]\[CH2:4]O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C/C(=C/CO)/C[O:20][O:21]N=O>>C/C(=C/CO)/C[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"C/[C:2]([CH2:1][O:10])=[CH:3]/[CH2:4]O.[O:21]=[N+:20][O-:11]>>C/[C:2]([CH2:1][O:10][N+:20]([O-:11])=[O:21])=[CH:3]/[CH2:4]O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[N:20]=[O:21].C/[C:2]([CH2:1][O:10][O:11])=[CH:3]/[CH2:4]O>>C/[C:2]([CH2:1][O:10][O:11][N:20]=[O:21])=[CH:3]/[CH2:4]O 11-11,20;20-11,20",Room Temperature,Termination,recombine
"[CH3:5][C:4](=[CH:3][CH2:2][OH:1])[CH2:6][O:7]>>[CH3:5][C:4]1([CH2:6][O:7]1)[CH:3][CH2:2][OH:1] 3,4-3; 3,4-4,7; 7-4,7",Room Temperature,Propagation,addition
"[CH3:5][C:4]1([CH2:6][O:7]1)[CH:3][CH2:2][OH:1]>>[CH3:5][C:4](=[CH:3][CH2:2][OH:1])[CH2:6][O:7] 3-3,4; 4,7-4,3; 4,7-7",Room Temperature,Propagation,retroaddition
"[CH3:1][C:2](=[CH:5][CH2:6][OH:7])[CH2:3][O:4]>>[CH3:1][C:2]1([CH2:3][O:4]1)[CH:5][CH2:6][OH:7] 2,5-5; 2,5-2,4; 4-4,2",Room Temperature,Propagation,addition
"[H:7][C:6]([H:8])([CH:5]=[C:2]([CH3:1])[CH2:3][O:4])[OH:9]>>[H:7][C:6]([CH:5]=[C:2]([CH3:1])[CH2:3][O:4][H:8])[OH:9] 4-4,8; 6,8-4,8; 6,8-6",Room Temperature,Propagation,abstraction
"[H:7][C:6]([CH:5]=[C:2]([CH3:1])[CH2:3][OH:4])[OH:8]>>[H:7][C:6](=[CH:5][C:2]([CH3:1])[CH2:3][OH:4])[OH:8] 2,5-2; 2,5-5,6; 6-5,6",Room Temperature,Propagation,resonance
"[CH3:3][C:4]([CH2:5][OH:6])[CH:7]=[CH:8][OH:9].[O:1][O:2]>>[CH3:3][C:4]([CH2:5][OH:6])([CH:7]=[CH:8][OH:9])[O:1][O:2] 4-1,4; 1-1,4",Room Temperature,Termination,recombine
"[H:7][C:6]([CH:5]=[C:2]([CH3:1])[CH2:3][OH:4])[OH:8].[O:9][O:10]>>[H:7][C:6]([CH:5]=[C:2]([CH3:1])[CH2:3][OH:4])([OH:8])[O:9][O:10] 6-6,9; 9-9,6",Room Temperature,Termination,recombine
"[H:1][O:2][CH:3]=[C:4]([CH3:5])[CH:6]([CH2:7][OH:8])[O:9][O:10]>>[H:1][O:10][O:9][CH:6]([CH2:7][OH:8])[C:4]([CH3:5])[CH:3]=[O:2] 1,2-2,3; 1,2-1,10; 10-1,10; 3,4-3,2; 3,4-4",Room Temperature,Propagation,abstraction
"[H:20][O:21]/C=C(/C)\C(CO)O[O:10]>>[H:20][O:10]OC(CO)/C(=C\[O:21])/C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[C:20](=[CH:21][O:22])C(CO)OO.[O:10][O]>>C[C:20]([CH:21]=[O:22])(C(CO)OO)[O:10][O] 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,recombine
"C/[C:21](=[CH:20]/[O:10])/C(CO)OO>>C[C:21]([CH:20]=[O:10])C(CO)OO 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,resonance
"C[C:23](C(CO)O[O:10])=[CH:22][O:21][H:20]>>[O:21]=[CH:22][C:23](C(CO)O[O:10][H:20])C 10-10,20;20,21-10,20;20,21-21,22;22,23-21,22;22,23-23",Room Temperature,Propagation,abstraction
"CC(C=O)(C(CO)OO)O[O:20].[N:10]=O>>CC(C=O)(C(CO)OO)O[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C=O)(C(CO)OO)[O:30][O:20][N:10]=O>>CC(C=O)(C(CO)OO)[O:30].[O:20][N:10]=O 20,30-20;20,30-30",Room Temperature,Initiation,homolyze
"CC(C=O)(C(CO)OO)[O:30].[N+:40]([O-])=[O]>>CC(C=O)(C(CO)OO)[O:30][N+:40]([O-])=[O] 30-30,40;40-30,40",Room Temperature,Termination,recombine
"CC(C=O)(C(CO)O[O:20])OO.[N:10]=O>>CC(C=O)(C(CO)O[O:20][N:10]=O)OO 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C=O)(C(CO)[O:30][O:20][N:10]=O)OO>>[O:30]C(C(C)(C=O)OO)CO.[O:20][N:10]=O 20,30-20;20,30-30",Room Temperature,Initiation,homolyze
"[H:12][C:11](=[O:13])[CH:8]([C:3]([CH3:4])([CH2:2][OH:1])[O:5][O:6][H:7])[O:9][O:10]>>[H:12][O:10][O:9][CH:8]([C:11]=[O:13])[C:3]([CH3:4])([CH2:2][OH:1])[O:5][O:6][H:7] 11,12-11;11,12-10,12;10-10,12",Room Temperature,Propagation,abstraction
"[H:12][C:11](=[O:13])[CH:7]([C:3]([CH3:4])([CH2:2][OH:1])[O:5][O:6])[O:8][O:9][H:10]>>[H:10][O:9][O:8][CH:7]([C:11]=[O:13])[C:3]([CH3:4])([CH2:2][OH:1])[O:5][O:6][H:12] 11,12-11;11,12-6,12;6-6,12",Room Temperature,Propagation,abstraction
"OOC(C(C=O)O[O:10])(C)CO.[N:20]=O>>OOC(C(C=O)O[O:10][N:20]=O)(C)CO 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(CO)(C(C=O)[O:20][O:21]N=O)OO>>CC(CO)(C(C=O)[O:20])OO.N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
