"[H:10][C:11]=O.N(=O)[O:20]>>[H:10][O:20]N=O.[C:11]=O 10,11-10,20;10,11-11;20-10,20",Room Temperature,Propagation,abstraction
"[H:20][C:21](=O)[O:22].N(=O)[O:10]>>[H:20][O:10]N=O.[C:21](=O)=[O:22] 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[N:20](=O)[OH:21].O=NO>>O=NO.[N:20]=O.[OH:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][O:21]N=O.[N]=O.[OH:10]>>[H:20][OH:10].[N]=O.N(=O)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
[O-:1][N+:2]=O>>[O:1][N:2]=O 1-2,Room Temperature,Propagation,ha resonance
"[O:12][C:11]1=[CH:10]C=CC=C1.[O:22][C:21]2=[CH:20]C=CC=C2>>[O:12]=[C:11]3[CH:10]([CH:20]4[C:21](C=CC=C4)=[O:22])C=CC=C3 12-12,11;11,10-12,11;10,11-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,recombine
"[H:20][Br:21].[OH:10]>>[H:20][OH:10].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21]1CC(C(C)(C)C)CC=C1.[Br:10]>>[H:20][Br:10].C1(C(C)(C)C)CC=C[CH:21]C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C=[C:10]=[CH2:11].[Br:20]>>[CH2:11][C:10]([Br:20])=C 20-10,20;10,11-10,20;10,11-11",Room Temperature,Propagation,addition
"[H:20][Br:21].C=C([CH2:10])Br>>[H:20][CH2:10]C(=C)Br.[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C=[C:10]=[CH:11]C.[Br:20]>>C[CH:11][C:10]([Br:20])=C 20-10,20;10,11-10,20;10,11-11",Room Temperature,Propagation,addition
"C[CH:10][C:20](=[CH2:21])Br>>C[CH:10]=[C:20]([CH2:21])Br 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,resonance
"[H:20][Br:21].C/C=C(/[CH2:10])\Br>>[H:20][CH2:10]/C(=C/C)/Br.[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH:6]1=[CH:5][C:4]2=[CH:9][C:10]3=[C:11]([CH:12]=[CH:13][CH:14]=[CH:15]3)[C:2](=[C:3]2[CH:8]=[CH:7]1)[O:1]>>[CH:6]1=[CH:5][C:4]2=[CH:9][C:10]3=[C:11]([CH:12]=[CH:13][CH:14]=[CH:15]3)[C:2](=[O:1])[C:3]2[CH:8]=[CH:7]1 1-1,2; 2,3-1,2; 2,3-3",Room Temperature,Propagation,resonance
"[CH:6]1=[CH:5][C:4]2=[CH:9][C:10]3=[C:11]([CH:12]=[CH:13][CH:14]=[CH:15]3)[C:2](=[O:1])[C:3]2[CH:8]=[CH:7]1>>[CH:6]1=[CH:5][C:4]2=[CH:9][C:10]3=[C:11]([CH:12]=[CH:13][CH:14]=[CH:15]3)[C:2](=[C:3]2[CH:8]=[CH:7]1)[O:1] 3-2,3; 1,2-2,3; 1,2-1",Room Temperature,Propagation,resonance
"[H:8][C:7]1=[CH:9][C:3]2[C:4](=[CH:10][C:11]3=[C:12]([C:2]2=[O:1])[CH:13]=[CH:14][CH:15]=[CH:16]3)[CH:5]=[CH:6]1>>[H:8][C:7]1[CH:6]=[CH:5][C:4]2=[CH:10][C:11]3=[C:12]([CH:13]=[CH:14][CH:15]=[CH:16]3)[C:2](=[O:1])[C:3]2=[CH:9]1 3-3,9; 7,9-3,9; 7,9-7",Room Temperature,Propagation,resonance
"[H:8][C:7]1[CH:6]=[CH:5][C:4]2=[CH:10][C:11]3=[C:12]([CH:13]=[CH:14][CH:15]=[CH:16]3)[C:2](=[O:1])[C:3]2=[CH:9]1>>[H:8][C:7]1=[CH:9][C:3]2[C:4](=[CH:10][C:11]3=[C:12]([C:2]2=[O:1])[CH:13]=[CH:14][CH:15]=[CH:16]3)[CH:5]=[CH:6]1 7-7,9; 3,9-7,9; 3,9-3",Room Temperature,Propagation,resonance
"[H:9][C:8]1=[CH:7][C:5]([CH:4]=[C:3]2[C:10]1=[CH:11][C:12]3=[C:13]([C:2]2=[O:1])[CH:14]=[CH:15][CH:16]=[CH:17]3)[H:6]>>[H:6][C:5]1=[CH:7][C:8]([C:10]2=[CH:11][C:12]3=[C:13]([CH:14]=[CH:15][CH:16]=[CH:17]3)[C:2](=[O:1])[C:3]2=[CH:4]1)[H:9] 5-5,7; 7,8-5,7; 7,8-8",Room Temperature,Propagation,resonance
"[H:6][C:5]1=[CH:7][C:8]([C:10]2=[CH:11][C:12]3=[C:13]([CH:14]=[CH:15][CH:16]=[CH:17]3)[C:2](=[O:1])[C:3]2=[CH:4]1)[H:9]>>[H:9][C:8]1=[CH:7][C:5]([CH:4]=[C:3]2[C:10]1=[CH:11][C:12]3=[C:13]([C:2]2=[O:1])[CH:14]=[CH:15][CH:16]=[CH:17]3)[H:6] 8-7,8; 5,7-7,8; 5,7-5",Room Temperature,Propagation,resonance
"[H:8][C:7]1[CH:6]=[CH:5][CH:4]=[C:3]2[C:9]1=[C:10]([C:12]3=[C:13]([C:2]2=[O:1])[CH:14]=[CH:15][CH:16]=[CH:17]3)[H:11]>>[H:8][C:7]1=[C:9]2[C:10]([C:12]3=[C:13]([CH:14]=[CH:15][CH:16]=[CH:17]3)[C:2](=[O:1])[C:3]2=[CH:4][CH:5]=[CH:6]1)[H:11] 7-7,9; 9,10-7,9; 9,10-10",Room Temperature,Propagation,resonance
"[H:8][C:7]1=[C:9]2[C:10]([C:12]3=[C:13]([CH:14]=[CH:15][CH:16]=[CH:17]3)[C:2](=[O:1])[C:3]2=[CH:4][CH:5]=[CH:6]1)[H:11]>>[H:8][C:7]1[CH:6]=[CH:5][CH:4]=[C:3]2[C:9]1=[C:10]([C:12]3=[C:13]([C:2]2=[O:1])[CH:14]=[CH:15][CH:16]=[CH:17]3)[H:11] 10-9,10; 7,9-9,10; 7,9-7",Room Temperature,Propagation,resonance
"[H:10][C:9]1[C:11]2=[C:12]([CH:13]=[CH:14][CH:15]=[CH:16]2)[C:2](=[O:1])[C:3]3=[CH:4][CH:5]=[CH:6][CH:7]=[C:8]13>>[H:10][C:9]1=[C:11]2[CH:16]=[CH:15][CH:14]=[CH:13][C:12]2[C:2](=[O:1])[C:3]3=[CH:4][CH:5]=[CH:6][CH:7]=[C:8]13 9-9,11; 11,12-9,11; 11,12-12",Room Temperature,Propagation,resonance
"[H:10][C:9]1=[C:11]2[CH:16]=[CH:15][CH:14]=[CH:13][C:12]2[C:2](=[O:1])[C:3]3=[CH:4][CH:5]=[CH:6][CH:7]=[C:8]13>>[H:10][C:9]1[C:11]2=[C:12]([CH:13]=[CH:14][CH:15]=[CH:16]2)[C:2](=[O:1])[C:3]3=[CH:4][CH:5]=[CH:6][CH:7]=[C:8]13 12-11,12; 9,11-11,12; 9,11-9",Room Temperature,Propagation,resonance
"[CH2:10][CH2:20][Br:21]>>[CH2:10]=[CH2:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,retroaddition
"CC(C)(C)[O:20][O:21]C(C)(C)C.[Ar]>>[Ar].CC(C)(C)[O:20].CC(C)(C)[O:21] 20,21-20;20,21-21",Heat,Initiation,homolyze
"C[C:10](C)CCC[CH:20]=[CH2:21]>>C[C:10]1(C)CCC[CH:20]1[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[CH2:10]CCC[C:20]#[CH:21]>>[CH:21]=[C:20]1[CH2:10]CCC1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[CH2:20]=[CH:10]C.[Br:21]>>[H][C:10](C)[CH2:20][Br:21] 21-20,21;20,10-20,21;20,10-10",Room Temperature,Propagation,addition
"[H:4][CH2:3][CH:2]=[CH2:1].[Br:5]>>[H:4][Br:5].[CH2:1]=[CH:2][CH2:3] 4,3-4,5;5-4,5;4,3-3",Room Temperature,Propagation,abstraction
"C[C:20](C)C.[O:10][O]>>C[C:20](C)(C)[O:10][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[CH3:1][C:2]([CH3:3])[C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1.[O:10][O:11]>>[CH3:1][C:2]([CH3:3])([C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1)[O:10][O:11] 11-11,2; 2-11,2",Room Temperature,Termination,recombine
"[H:3][C:2]([CH3:1])([CH3:4])[C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1.[CH3:11][C:12]([CH3:13])([C:16]1=[CH:17][CH:18]=[CH:19][CH:20]=[CH:21]1)[O:14][O:15]>>[H:3][O:15][O:14][C:12]([CH3:11])([CH3:13])[C:16]1=[CH:17][CH:18]=[CH:19][CH:20]=[CH:21]1.[CH3:1][C:2]([CH3:4])[C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1 3,2-2; 3,2-3,15; 15-3,15",Room Temperature,Propagation,abstraction
"CC1CCC[CH:20]1.C1CC[CH:10]C1>>CC1CCC[CH:20]1[CH:10]2CCCC2 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[CH2:10]Cl.[Cl:20][Cl:21]>>[CH2:10](Cl)[Cl:20].[Cl:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)(C)[O:21][O:20]CC=C.[Ar]>>[Ar].CC(C)(C)[O:21].C=CC[O:20] 20,21-20;20,21-21",Heat,Initiation,homolyze
"C=C[CH:21]([H:20])[O:22].CC(C)(C)[O:10]>>[H:20][O:10]C(C)(C)C.C=C[CH:21]=[O:22] 10-10,20;20,21-20,10;20,21-21,22;22-22,21",Room Temperature,Termination,abstraction
"CC(C)(C)[O:21][O:20]C1CCCC=C1.[Ar]>>[Ar].CC(C)(C)[O:21].C1CC=CC(C1)[O:20] 20,21-20;20,21-21",Heat,Initiation,homolyze
"[H:20][C:21]1(CCCC=C1)[O:22].CC(C)(C)[O:10]>>CC(C)(C)[O:10][H:20].C1CC=C[C:21](=[O:22])C1 10-10,20;20,21-20,10;20,21-21,22;22-22,21",Room Temperature,Termination,abstraction
"[H:20][CH2:21]C(=C)C1=CC=CC=C1.CC(C)(C1=CC=CC=C1)O[O:10].C1C=CCCC1>>[H:20][O:10]OC(C)(C)C1=CC=CC=C1.C=C([CH2:21])C1=CC=CC=C1.C1C=CCCC1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(C)/C=C/C(C)C.CC(C)(C1=CC=CC=C1)O[O:10].C1CCC2CCCCC2C1>>[H:20][O:10]OC(C)(C)C1=CC=CC=C1.CC(C)/C=C/[C:21](C)C.C1CCC2CCCCC2C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1CCC(C(C1)C[CH:10]C#N)([C:20]#[C:21]C2=CC=CC=C2)O>>C1CCC2(C(C1)C[CH:10](C#N)[C:20]2=[C:21]C3=CC=CC=C3)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[H:20][Sn:21](CCCC)(CCCC)CCCC.C1CCC2(C(C1)CC(C2=[C:10]C3=CC=CC=C3)C#N)O>>[H:20][C:10](=C1C(CC2C1(CCCC2)O)C#N)C3=CC=CC=C3.CCCC[Sn:21](CCCC)CCCC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21]C1=C(C=CC=C1)O.O[O:10]>>[H:20][O:10]O.C1=CC(=C(C=C1)[O:21])O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21]C1=C(C=CC=C1)O.CO[O:10]>>[H:20][O:10]OC.C1=CC(=C(C=C1)[O:21])O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[O:1]O.[O:6][C:5]1=[C:4]([O:3][H:2])C=CC=C1>>O[O:1][H:2].[O:3]=[C:4](C=CC=C2)[C:5]2=[O:6] 1-1,2;2,3-1,2;2,3-3,4;4,5-4,3;4,5-5,6;6-6,5",Room Temperature,Termination,abstraction
"[CH2:10]CCC[CH:20]=[C:21](C1=CC=CC=C1)C2=CC=CC=C2>>C1=CC=C(C=C1)[C:21](C2=CC=CC=C2)[CH:20]3[CH2:10]CCC3 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[H:20][CH:21](CC)CBr.[Br:10]>>[H:20][Br:10].CC[CH:21]CBr 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CCBr.C1CC(=O)[N:10]C1=O>>[H:20][N:10]1C(=O)CCC1=O.C[CH:21]CCBr 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CCBr.[Cl:10]>>[H:20][Cl:10].C[CH:21]CCBr 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21]1CCC=CC1.C1CC(=O)[N:10]C1=O>>[H:20][N:10]1C(=O)CCC1=O.C1CC=CC[CH:21]1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21]1CCCC=C1.[Br:10]>>[H:20][Br:10].C1CC=C[CH:21]C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1CC=CC[CH:10]1.[Br:20][Br:21]>>C1C[CH:10](CC=C1)[Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21]1CCCO1.CC(C)(C)[O:10]>>[H:20][O:10]C(C)(C)C.C1C[CH:21]OC1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1C[CH:10][O:20][CH2:21]1>>[CH2:21]CC[CH:10]=[O:20] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,retroaddition
"CCCCCC[CH:21]=[CH2:20].[CH2:10]CCC=O>>CCCCCC[CH:21][CH2:20][CH2:10]CCC=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[CH:10]C.[Cl:20]>>C[CH:10](C)[Cl:20] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[CH:10]C.[Cl:20][Cl:21]>>C[CH:10](C)[Cl:20].[Cl:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1=CC=C(C=C1)CO[O:10].C1=CC=CC=C1CO[O:20]>>C1=CC=C(C=C1)CO[O:10][O:20]OCC2=CC=CC=C2 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C1=CC=C(C=C1)C[O:21][O:20]OOCC2=CC=CC=C2>>C1=CC=C(C=C1)C[O:21].C1=CC=C(C=C1)COO[O:20] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"C1=CC=C(C=C1)C[O].C1=CC=C(C=C1)C[O:21][O:20][O]>>C1=CC=C(C=C1)C[O].C1=CC=C(C=C1)C[O:21].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][CH:21](C1=CC=CC=C1)[O:22].[O:10][O]>>[H:20][O:10][O].C1=CC=C(C=C1)[CH:21]=[O:22] 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][C:21]1(C2=C(C=CC=C2)C3=CC=CC=C31)C4=CC=CC=C4.CC(C)(C)[O:10]>>[H:20][O:10]C(C)(C)C.C1=CC=C(C=C1)[C:21]2C3=C(C=CC=C3)C4=CC=CC=C42 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH2:1]=[CH:2][C:3]([H])CCC>>[CH2:1]/[CH:2]=[C:3]([H])/CCC 3-3,2;1,2-2,3;2,1-1",Room Temperature,Propagation,resonance
"[CH2:1]/[CH:2]=[C:3]([H])/CCC>>[CH2:1]=[CH:2][C:3]([H])CCC 1-1,2;3,2-2,1;2,3-3",Room Temperature,Propagation,resonance
"CCC/C=C/[CH2:10].[O:20][O]>>CCC/C=C/[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[CH2:10]CC1=C(C=CC=C1)[CH:20]=[CH2:21]>>[CH2:21][CH:20]1[CH2:10]CC2=C1C=CC=C2 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CO[O:20].[N+:10](=O)[O-]>>CO[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[C:10](C)C=C.[O:20][O]>>C[C:10](C)(C=C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[C:10](C)[CH:20]=[CH2:21]>>C[C:10](=[CH:20][CH2:21])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,resonance
"C2=CC=CC=C2[C:21](C3=CC=CC=C3)([Cl:20])C1=CC=CC=C1.[Na:1]>>C2=CC=CC=C2[C:21](C3=CC=CC=C3)C2=CC=CC=C2.[Na:1][Cl:20] 1-1,20;20,21-1,20;20,21-21",Room Temperature,Propagation,abstraction
"C2=CC=CC=C2[C:21](C3=CC=CC=C3)([Br:20])C1=CC=CC=C1.[Na:1]>>C2=CC=CC=C2[C:21](C3=CC=CC=C3)C2=CC=CC=C2.[Na:1][Br:20] 1-1,20;20,21-1,20;20,21-21",Room Temperature,Propagation,abstraction
"C1=CC=C(C=C1)[C:10](C2=CC=CC=C2)C3=CC=CC=C3.[O:20][O]>>C1=CC=C(C=C1)[C:10](C2=CC=CC=C2)(C3=CC=CC=C3)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[O:10]OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C4([C:20](C5=CC=CC=C5)C6=CC=CC=C6)=CC=CC=C4>>C7([C:20](C8=CC=CC=C8)([O:10]OC(C9=CC=CC=C9)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C%12=CC=CC=C%12)=CC=CC=C7 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C1CC=C1.[Br:20][Br:21].[He]>>[He].C1CC=C1.[Br:20].[Br:21] 20,21-20;20,21-21",Light,Initiation,homolyze
"[H:20][CH:21]1CC=C1.[Br:10]>>[H:20][Br:10].C1C=C[CH:21]1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1C=C[CH:10]1.[Br:20][Br:21]>>C1C=C[CH:10]1[Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:1][C:2]1=[C:3]([CH:5]=[CH:6][CH:7]=[CH:8]1)[H:4].[CH:10]1=[CH:9][CH:14]=[C:13][CH:12]=[CH:11]1>>[H:4][C:3]1[CH:5]=[CH:6][CH:7]=[CH:8][C:2]1([H:1])[C:13]2=[CH:14][CH:9]=[CH:10][CH:11]=[CH:12]2 13-2,13;2,3-2,13;2,3-3",Room Temperature,Propagation,addition
"[H:20][CH2:21]C(C)(C)Br.CC(C)(C)[O:10]>>[H:20][O:10]C(C)(C)C.CC(C)([CH2:21])Br 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)(C)O.C[C:20](C)([CH2:10])[Br:21]>>C[C:20](=[CH2:10])C.CC(C)(C)O.[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,retroaddition
"[H:20][C:21]12C(C(C1(Cl)Cl)Cl)C3=C(C=CC=C3)C4=C2C=CC=C4.C1=CC=C(C=C1)C(=O)[O:10]>>[H:20][O:10]C(=O)C1=CC=CC=C1.C1=CC2=C(C=C1)C3=C(C=CC=C3)[C:21]4C2C(C4(Cl)Cl)Cl 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1=CC2=C(C=C1)C3=C(C=CC=C3)[C:10]4C2C(C4Cl)(Cl)Cl.[Br:20][Br:21]>>C1=CC2=C(C=C1)C3=C(C=CC=C3)[C:10]4(C2C(C4Cl)(Cl)Cl)[Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C=[C:10][CH2:20][Br:21]>>C=[C:10]=[CH2:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,retroaddition
"CC1(OCCO1)C2C(O[C:21](SC)=[S:20])CC(C(C)=C)C2.CCCC[Sn:10](CCCC)CCCC>>CC3(OCCO3)C4C(O[C:21]([S:20][Sn:10](CCCC)(CCCC)CCCC)SC)CC(C(C)=C)C4 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1(OCCO1)C2[CH:21]([O:20][C:10](S[Sn](CCCC)(CCCC)CCCC)SC)CC(C(C)=C)C2>>CC3(OCCO3)C4[CH:21]CC(C(C)=C)C4.[O:20]=[C:10](S[Sn](CCCC)(CCCC)CCCC)SC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,retroaddition
"CC1(OCCO1)C2[CH:10]CC(C(C)=C)C2.CCCC[Sn:21](CCCC)([H:20])CCCC>>CC3(OCCO3)C4[CH:10]([H:20])CC(C(C)=C)C4.CCCC[Sn:21](CCCC)CCCC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[S:20]=[C:21](SC)OC1C(C)(CCCOCC2=CC=CC=C2)CCCC1C3CC(CCCC(CCOCOC)C)CC3.CCCC[Sn:10](CCCC)CCCC>>CS[C:21]([S:20][Sn:10](CCCC)(CCCC)CCCC)OC4C(C)(CCCOCC5=CC=CC=C5)CCCC4C6CC(CCCC(CCOCOC)C)CC6 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CS[C:10](S[Sn](CCCC)(CCCC)CCCC)[O:20][CH:21]1C(C)(CCCOCC2=CC=CC=C2)CCCC1C3CC(CCCC(CCOCOC)C)CC3>>CC4(CCCOCC5=CC=CC=C5)[CH:21]C(C6CC(CCCC(CCOCOC)C)CC6)CCC4.[O:20]=[C:10](S[Sn](CCCC)(CCCC)CCCC)SC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,retroaddition
